,mae,val_mae
0,0.1397567093372345,0.07668539881706238
1,0.06802159547805786,0.060756415128707886
2,0.059740666300058365,0.054368965327739716
3,0.053017161786556244,0.05115063488483429
4,0.04940924793481827,0.045969706028699875
5,0.04702671989798546,0.04521048441529274
6,0.0463697612285614,0.04316331446170807
7,0.04576660320162773,0.044716645032167435
8,0.04621058702468872,0.04283096641302109
9,0.044399917125701904,0.04340159520506859
10,0.0455787368118763,0.04085133969783783
11,0.04228126257658005,0.04089614748954773
12,0.041529424488544464,0.039214856922626495
13,0.040697138756513596,0.036847639828920364
14,0.04101952537894249,0.04139254242181778
15,0.040030620992183685,0.03925574570894241
16,0.03918963670730591,0.038641560822725296
17,0.037153907120227814,0.03687402233481407
18,0.038258351385593414,0.03556870296597481
19,0.03647134080529213,0.03636637702584267
20,0.03628990426659584,0.03719647228717804
21,0.03550278767943382,0.03381980583071709
22,0.03491310775279999,0.03745727241039276
23,0.03579337149858475,0.03400415554642677
24,0.03412025794386864,0.03350990265607834
25,0.03434869274497032,0.04108462482690811
26,0.03478928655385971,0.03246685862541199
27,0.033236823976039886,0.03596474230289459
28,0.032657139003276825,0.03783553093671799
29,0.033424973487854004,0.033031389117240906
30,0.03390932083129883,0.03302263468503952
31,0.03281515836715698,0.034085266292095184
32,0.03255704045295715,0.03251252323389053
33,0.031635891646146774,0.032597143203020096
34,0.03196785971522331,0.03475591167807579
35,0.03256603702902794,0.03453098610043526
36,0.03178299218416214,0.030270835384726524
37,0.03295939788222313,0.03309062123298645
38,0.030651800334453583,0.033888280391693115
39,0.0312797985970974,0.03116592764854431
40,0.03141595795750618,0.03100503236055374
41,0.030783498659729958,0.033957067877054214
42,0.03013278916478157,0.03549455478787422
43,0.02970036491751671,0.033890243619680405
44,0.03022531419992447,0.030481619760394096
45,0.029751431196928024,0.031078435480594635
46,0.030351875349879265,0.03110247477889061
47,0.03126351907849312,0.031464580446481705
48,0.03118804842233658,0.0303269624710083
49,0.02861643210053444,0.0309110339730978
50,0.02893250808119774,0.03321293741464615
51,0.02888580597937107,0.03117196634411812
52,0.030014947056770325,0.03101547434926033
53,0.030757274478673935,0.030653515830636024
54,0.02926469035446644,0.03287098929286003
55,0.028013529255986214,0.02849312499165535
