,val_loss,loss
0,0.005913885310292244,0.007988446409276678
1,0.005953378509730101,0.006448677775992922
2,0.004434318281710148,0.0058933748450478865
3,0.004807690624147654,0.007790405183135585
4,0.003929296974092722,0.005547842639858725
5,0.004231860861182213,0.00500207559968082
6,0.00369060761295259,0.005305448637941719
7,0.0039358679205179214,0.004349903396400091
8,0.002865150570869446,0.0048309995061199765
9,0.0022915699519217014,0.0038407651492028704
10,0.0029096563812345266,0.0032448280448616976
11,0.002723155776038766,0.003322147755686663
