,mae,val_mae
0,0.1473781019449234,0.09196421504020691
1,0.0863594263792038,0.0758141428232193
2,0.07674188166856766,0.06932010501623154
3,0.07017969340085983,0.0620289146900177
4,0.06553655117750168,0.05805424600839615
5,0.0617009736597538,0.05671627074480057
6,0.061209604144096375,0.07216163724660873
7,0.05923015996813774,0.052134811878204346
8,0.054952189326286316,0.05484352260828018
9,0.054650984704494476,0.055065833032131195
10,0.05292106792330742,0.054591014981269836
11,0.052809253334999084,0.05092442408204079
12,0.04885915294289589,0.04588833078742027
13,0.0492091067135334,0.048924945294857025
14,0.0468609593808651,0.04678472876548767
15,0.04509196802973747,0.047761932015419006
16,0.04573548957705498,0.04532390087842941
17,0.044247835874557495,0.04721027985215187
18,0.042522747069597244,0.04218997061252594
19,0.04353165626525879,0.04411228373646736
20,0.04249513894319534,0.046283602714538574
21,0.04272481054067612,0.04285478964447975
22,0.04151492193341255,0.04405362904071808
23,0.04193735867738724,0.04156351089477539
24,0.041394274681806564,0.0403229258954525
25,0.04439471289515495,0.04626615345478058
26,0.04262733832001686,0.042619738727808
27,0.040484391152858734,0.04170955717563629
28,0.039401113986968994,0.04329320788383484
29,0.039514150470495224,0.04004178196191788
30,0.03949021175503731,0.03911968693137169
31,0.039494723081588745,0.041604120284318924
32,0.03973018750548363,0.040300529450178146
33,0.03862147778272629,0.0416724793612957
34,0.03860292583703995,0.04361262917518616
35,0.03873354196548462,0.043023113161325455
36,0.03879702091217041,0.03993145003914833
37,0.039296358823776245,0.0424402616918087
38,0.04053464159369469,0.039460036903619766
39,0.038223110139369965,0.04226501286029816
40,0.03667131066322327,0.03835730999708176
41,0.03656197711825371,0.03947499394416809
42,0.03694231063127518,0.039892081171274185
43,0.03636271134018898,0.04268351197242737
44,0.03703368455171585,0.039127785712480545
45,0.03624654561281204,0.03862083703279495
46,0.03478589653968811,0.03932487219572067
47,0.03411892428994179,0.0379238985478878
48,0.0343872606754303,0.03980705142021179
49,0.035355910658836365,0.03904048725962639
50,0.03425534442067146,0.037797220051288605
51,0.0332656167447567,0.03676644340157509
52,0.03381577134132385,0.036260057240724564
53,0.03308454155921936,0.03859744593501091
54,0.03376239910721779,0.039363548159599304
55,0.03328545391559601,0.0377478264272213
56,0.03300311788916588,0.039436161518096924
57,0.03423680365085602,0.03875517472624779
58,0.033281728625297546,0.0363260917365551
59,0.033250607550144196,0.04028237611055374
60,0.0332905612885952,0.036988887935876846
61,0.032616980373859406,0.038198329508304596
62,0.032890405505895615,0.04214905947446823
63,0.03270816430449486,0.03870121389627457
64,0.03258790820837021,0.037477485835552216
65,0.03341982886195183,0.03976699709892273
66,0.03392116352915764,0.03929697722196579
67,0.032428842037916183,0.03782065585255623
68,0.031220903620123863,0.03856368362903595
69,0.03114285133779049,0.03777541220188141
70,0.03226263448596001,0.04224292188882828
71,0.03291390836238861,0.03814271092414856
72,0.030819734558463097,0.036970071494579315
73,0.03156787529587746,0.03785742074251175
74,0.03223198279738426,0.040266916155815125
75,0.03254165127873421,0.037972841411828995
76,0.030623553320765495,0.03758740425109863
77,0.030712442472577095,0.03697632998228073
78,0.03038562834262848,0.041021641343832016
79,0.030526230111718178,0.0399797260761261
80,0.031267471611499786,0.03764501214027405
81,0.03066195547580719,0.03682463616132736
82,0.032452136278152466,0.03921942785382271
83,0.030638234689831734,0.04239942133426666
84,0.03147554025053978,0.03861701488494873
85,0.030477723106741905,0.04307634383440018
86,0.036449916660785675,0.03821159154176712
87,0.030567754060029984,0.03786583989858627
88,0.029384352266788483,0.03742043301463127
89,0.029144056141376495,0.037816617637872696
90,0.030212687328457832,0.03911084681749344
91,0.030528152361512184,0.037800777703523636
92,0.029880544170737267,0.03808159753680229
93,0.02926447242498398,0.04045217111706734
94,0.02859271690249443,0.03954151272773743
95,0.029350658878684044,0.03884322941303253
96,0.028706535696983337,0.03769369795918465
97,0.0286583062261343,0.04100504145026207
98,0.028317995369434357,0.040219951421022415
99,0.027889445424079895,0.038188740611076355
