,mae,val_mae
0,0.4314660131931305,0.14645269513130188
1,0.11776126176118851,0.1263362169265747
2,0.0941058024764061,0.11773958057165146
3,0.08326228708028793,0.10015949606895447
4,0.07926367223262787,0.09286259114742279
5,0.076823391020298,0.09231436997652054
6,0.07476717978715897,0.09942088276147842
7,0.07307379692792892,0.08943827450275421
8,0.07295123487710953,0.09606543183326721
9,0.07077540457248688,0.08827881515026093
10,0.0717904269695282,0.0942705050110817
11,0.07026705145835876,0.08715003728866577
12,0.07233450561761856,0.0868421196937561
13,0.06932245194911957,0.09794342517852783
14,0.07060623168945312,0.08732271194458008
15,0.06918364018201828,0.10186661034822464
16,0.06754320114850998,0.09504669159650803
17,0.07336074113845825,0.08813586831092834
18,0.0705154538154602,0.10866448283195496
19,0.06704860180616379,0.07705912739038467
20,0.06819824874401093,0.08613089472055435
21,0.06919124722480774,0.07958099991083145
22,0.06643357127904892,0.07971048355102539
23,0.06809649616479874,0.10304435342550278
24,0.06776595115661621,0.09126550704240799
